ID_MUNICIPIO,NOME_MUNICIPIO,CODIGO_INFRACAO,DESCRICAO_INFRACAO,UF_PLACA_VEICULO,TIPO_VEICULO,CATEGORIA_VEICULO,QTDE,MES,ANO
6569,ITATIBA,6530-0,USAR NO VEICULO EQUIP C/ SOM EM VOLUME/FREQUENCIA NAO AUTORIZADOS PELO CONTRAN,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6403,EMBU-GUACU,6408-0,PORTAR NO VEICULO PLACAS DE IDENTIFICACAO EM DESACORDO C/ ESPECIF/MODELO CONTRAN,SP,MOTOCICLO,PARTICULAR,2,11,2025
7107,SAO PAULO,5843-1,"Deixar de indicar c/ antec, med gesto de braco/luz indicadora, inicio da marcha",SP,CAMIONETA,ALUGUEL,1,11,2025
7209,UBATUBA,5045-0,DIRIGIR VEICULO COM VALIDADE DE CNH/PPD VENCIDA HA MAIS DE 30 DIAS,SP,MOTOCICLO,PARTICULAR,2,11,2025
6725,MONTE ALEGRE DO SUL,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,SP,UTILITARIO,PARTICULAR,1,11,2025
7177,TAQUARITUBA,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,SP,CAMINHONET,PARTICULAR,1,11,2025
6969,RIBEIRAO PRETO,5738-0,TRANSITAR PELA CONTRAMAO DE DIRECAO EM VIA C/ SINALIZACAO DE REGUL SENTIDO UNICO,Outras UFs,CAMINHONET,PARTICULAR,2,11,2025
6607,JAU,5193-0,Transportar crianca sem observancia das normas de seguranca estabelecidas p/ CTB,SP,AUTOMOVEL,PARTICULAR,2,11,2025
6597,JALES,6050-2,AVANCAR O SINAL DE PARADA OBRIGATORIA,SP,MOTOCICLO,PARTICULAR,2,11,2025
6101,ADAMANTINA,6769-0,"CONDUZIR VEIC C/ DEFEITO NO SIST DE ILUMINACAO, SINALIZ OU LAMPADAS QUEIMADAS",Outras UFs,AUTOMOVEL,PARTICULAR,1,11,2025
7181,TATUI,5380-0,ESTACIONAR NAS ESQUINAS E A MENOS DE 5M DO ALINHAMENTO DA VIA TRANSVERSAL,SP,CAMINHAO,PARTICULAR,1,11,2025
7121,SAO VICENTE,6653-1,CONDUZIR O VEICULO COM DESCARGA LIVRE,SP,MOTOCICLO,PARTICULAR,4,11,2025
6917,POTIRENDABA,6076-0,TRANSPOR BLOQUEIO VIARIO POLICIAL,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6969,RIBEIRAO PRETO,5010-0,DIRIGIR VEICULO SEM POSSUIR CNH/PPD/ACC,Outras UFs,MOTOCICLO,PARTICULAR,2,11,2025
6711,MOCOCA,7056-1,CONDUZIR MOTOC/MOTON/CICLOMOTOR FAZENDO MALABARISMO/EQUILIBRANDO-SE EM UMA RODA,SP,MOTOCICLO,PARTICULAR,2,11,2025
6723,MONGAGUA,6637-1,CONDUZIR O VEICULO SEM EQUIPAMENTO OBRIGATORIO,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6505,IGARATA,5061-0,ENTREGAR VEICULO A PESSOA SEM CNH/PPD/ACC,SP,AUTOMOVEL,PARTICULAR,1,11,2025
7181,TATUI,5274-1,UTILIZ VEIC DEMONST/EXIBIR MANOBRA PERIGOSA MEDIANTE ARRANCADA BRUSCA,SP,CICLOMOTO,PARTICULAR,1,11,2025
6739,MORRO AGUDO,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,SP,UTILITARIO,PARTICULAR,2,11,2025
6899,POLONI,6610-2,CONDUZIR O VEICULO COM CARACTERISTICA ALTERADA,SP,MOTOCICLO,PARTICULAR,1,11,2025
7071,SANTOS,5274-2,UTILIZ VEIC DEM/EXIBIR MANOB PERIG MED DERRAP/FRENAG C/DESLIZ/ARRAST PNEUS,SP,AUTOMOVEL,PARTICULAR,2,11,2025
6153,APIAI,6726-1,"CONDUZIR O VEICULO EM MAU ESTADO DE CONSERVACAO, COMPROMETENDO A SEGURANCA",Outras UFs,,,1,11,2025
6717,MOGI-MIRIM,6700-0,"CONDUZIR VEIC COM VIDRO TOTAL/PARCIALMENTE COBERTO POR PELICULA, PAINEIS/PINTURA",SP,AUTOMOVEL,PARTICULAR,3,11,2025
6803,PALMARES PAULISTA,5010-0,DIRIGIR VEICULO SEM POSSUIR CNH/PPD/ACC,SP,CAMINHONET,PARTICULAR,1,11,2025
6133,AMERICO BRASILIENSE,5118-0,PERMITIR POSSE/CONDUCAO DO VEICULO A PESSOA SEM CNH/PPD/ACC,SP,AUTOMOVEL,PARTICULAR,5,11,2025
6723,MONGAGUA,7579-0,"REC SUB TEST, EX CLIN, PERIC OU PROC Q PERM CERT INFL ALC/SUB PSIC FOR ART. 277",SP,AUTOMOVEL,PARTICULAR,2,11,2025
6615,JOSE BONIFACIO,6670-0,CONDUZIR O VEICULO C/ EQUIP DO SISTEMA DE ILUMINACAO E DE SINALIZACAO ALTERADOS,SP,MOTOCICLO,PARTICULAR,2,11,2025
6477,GUARULHOS,6017-1,"EXECUTAR OPERACAO DE RETORNO PASSANDO POR CIMA DE CALCADA, PASSEIO",SP,CAMIONETA,PARTICULAR,1,11,2025
6431,GABRIEL MONTEIRO,5118-0,PERMITIR POSSE/CONDUCAO DO VEICULO A PESSOA SEM CNH/PPD/ACC,SP,MOTOCICLO,PARTICULAR,1,11,2025
3059,BOM SUCESSO DO ITARARE,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,SP,MOTOCICLO,PARTICULAR,1,11,2025
6581,ITUPEVA,7056-1,CONDUZIR MOTOC/MOTON/CICLOMOTOR FAZENDO MALABARISMO/EQUILIBRANDO-SE EM UMA RODA,SP,MOTOCICLO,PARTICULAR,2,11,2025
7181,TATUI,5819-1,"TRANSITAR COM O VEICULO EM CALCADAS, PASSEIOS",SP,MOTOCICLO,PARTICULAR,1,11,2025
7273,VARGEM GRANDE PAULISTA,6530-0,USAR NO VEICULO EQUIP C/ SOM EM VOLUME/FREQUENCIA NAO AUTORIZADOS PELO CONTRAN,SP,AUTOMOVEL,PARTICULAR,3,11,2025
6969,RIBEIRAO PRETO,7072-1,CONDUZIR MOTOC/MOTON/CICLOM TRANSP CRIANCA MENOR DE 10 ANOS DE IDADE,SP,MOTOCICLO,PARTICULAR,2,11,2025
7107,SAO PAULO,7579-0,"REC SUB TEST, EX CLIN, PERIC OU PROC Q PERM CERT INFL ALC/SUB PSIC FOR ART. 277",Outras UFs,UTILITARIO,,1,11,2025
7055,SANTO ANASTACIO,7579-0,"REC SUB TEST, EX CLIN, PERIC OU PROC Q PERM CERT INFL ALC/SUB PSIC FOR ART. 277",SP,CAMINHONET,PARTICULAR,1,11,2025
6271,CACAPAVA,5215-2,Dirigir ameacando os demais veiculos,SP,MOTOCICLO,PARTICULAR,1,11,2025
6177,ARUJA,5665-0,PARAR EM LOCAL/HORARIO PROIBIDOS ESPECIFICAMENTE PELA SINALIZACAO,SP,AUTOMOVEL,PARTICULAR,2,11,2025
6715,MOGI-GUACU,6050-3,AVAN O SIN VERM DO SEMAF EXC SE HOUVER SINALIZ PERM LIVRE CONV A DIR -FISC ELETR,SP,AUTOMOVEL,PARTICULAR,1,11,2025
7029,SANTA CRUZ DO RIO PARDO,6637-2,CONDUZIR O VEICULO COM EQUIPAMENTO OBRIGATORIO INEFICIENTE/INOPERANTE,SP,MOTOCICLO,PARTICULAR,6,11,2025
7119,SAO SIMAO,7340-0,DIRIGIR O VEIC USANDO CALCADO QUE N SE FIRME NOS PES/COMPROMETA UTILIZ PEDAIS,SP,MOTOCICLO,PARTICULAR,1,11,2025
6597,JALES,5045-0,DIRIGIR VEICULO COM VALIDADE DE CNH/PPD VENCIDA HA MAIS DE 30 DIAS,Outras UFs,MOTOCICLO,PARTICULAR,1,11,2025
7109,SAO PEDRO,6645-0,CONDUZIR O VEICULO COM EQUIP OBRIGATORIO EM DESACORDO COM O ESTAB PELO CONTRAN,SP,MOTOCICLO,PARTICULAR,1,11,2025
6731,MONTE AZUL PAULISTA,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,SP,MOTOCICLO,PARTICULAR,1,11,2025
6425,FRANCA,5185-1,Deixar o condutor de usar o cinto seguranca,Outras UFs,CAMINHONET,PARTICULAR,1,11,2025
7077,SAO CAETANO DO SUL,6653-1,CONDUZIR O VEICULO COM DESCARGA LIVRE,SP,MOTOCICLO,PARTICULAR,6,11,2025
820,SANTA CRUZ DA ESPERANCA,5274-1,UTILIZ VEIC DEMONST/EXIBIR MANOBRA PERIGOSA MEDIANTE ARRANCADA BRUSCA,SP,MOTOCICLO,PARTICULAR,1,11,2025
6285,CAJAMAR,5215-2,Dirigir ameacando os demais veiculos,SP,MOTOCICLO,PARTICULAR,2,11,2025
7107,SAO PAULO,6637-2,CONDUZIR O VEICULO COM EQUIPAMENTO OBRIGATORIO INEFICIENTE/INOPERANTE,SP,REBOQUE,PARTICULAR,2,11,2025
6597,JALES,6645-0,CONDUZIR O VEICULO COM EQUIP OBRIGATORIO EM DESACORDO COM O ESTAB PELO CONTRAN,SP,MOTOCICLO,PARTICULAR,5,11,2025
6997,SALES,6726-1,"CONDUZIR O VEICULO EM MAU ESTADO DE CONSERVACAO, COMPROMETENDO A SEGURANCA",SP,MOTOCICLO,PARTICULAR,2,11,2025
7051,SANTA RITA DO PASSA QUATRO,6645-0,CONDUZIR O VEICULO COM EQUIP OBRIGATORIO EM DESACORDO COM O ESTAB PELO CONTRAN,SP,MOTOCICLO,PARTICULAR,3,11,2025
6835,PEDERNEIRAS,5738-0,TRANSITAR PELA CONTRAMAO DE DIRECAO EM VIA C/ SINALIZACAO DE REGUL SENTIDO UNICO,SP,MOTONETA,PARTICULAR,1,11,2025
6627,LAGOINHA,6530-0,USAR NO VEICULO EQUIP C/ SOM EM VOLUME/FREQUENCIA NAO AUTORIZADOS PELO CONTRAN,SP,CAMINHONET,PARTICULAR,2,11,2025
7137,SETE BARRAS,5452-2,ESTACIONAR SOBRE FAIXA DESTINADA A PEDESTRE,SP,CAMINHONET,PARTICULAR,1,11,2025
7017,SANTA BARBARA DO OESTE,6769-0,"CONDUZIR VEIC C/ DEFEITO NO SIST DE ILUMINACAO, SINALIZ OU LAMPADAS QUEIMADAS",SP,CAMIONETA,PARTICULAR,1,11,2025
6261,BURI,5274-1,UTILIZ VEIC DEMONST/EXIBIR MANOBRA PERIGOSA MEDIANTE ARRANCADA BRUSCA,SP,AUTOMOVEL,PARTICULAR,3,11,2025
6549,ITAPEVA,5010-0,DIRIGIR VEICULO SEM POSSUIR CNH/PPD/ACC,SP,MOTONETA,PARTICULAR,1,11,2025
7157,TABOAO DA SERRA,6408-0,PORTAR NO VEICULO PLACAS DE IDENTIFICACAO EM DESACORDO C/ ESPECIF/MODELO CONTRAN,SP,MOTOCICLO,PARTICULAR,2,11,2025
6553,ITAPIRA,5843-3,"Deixar de indicar c/ antec, med gesto de braco/luz indicadora, mudanca direcao",SP,MOTOCICLO,PARTICULAR,1,11,2025
7107,SAO PAULO,6203-0,ENTRAR/SAIR DE FILA DE VEICULOS ESTACIONADOS SEM DAR PREF A PEDESTRES/VEICULOS,SP,AUTOMOVEL,PARTICULAR,3,11,2025
7005,SALTO,6530-0,USAR NO VEICULO EQUIP C/ SOM EM VOLUME/FREQUENCIA NAO AUTORIZADOS PELO CONTRAN,SP,AUTOMOVEL,PARTICULAR,1,11,2025
7073,SAO BENTO DO SAPUCAI,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,SP,AUTOMOVEL,PARTICULAR,2,11,2025
6563,ITAQUAQUECETUBA,5460-0,ESTACIONAR EM GUIA DE CALCADA REBAIXADA DESTINADA A ENTRADA/SAIDA DE VEICULOS,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6695,MIGUELOPOLIS,6637-1,CONDUZIR O VEICULO SEM EQUIPAMENTO OBRIGATORIO,SP,MOTOCICLO,PARTICULAR,1,11,2025
6993,SABINO,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,SP,AUTOMOVEL,PARTICULAR,3,11,2025
2993,POTIM,5037-1,DIRIGIR VEICULO COM CNH DE CATEGORIA DIFERENTE DA DO VEICULO,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6875,PIRACICABA,5770-3,DEIXAR DE DAR PASSAGEM A VEIC DE POLICIA EM SERVICO DE URGENCIA DEVID IDENTIF,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6789,OSASCO,6050-1,AVAN O SIN VERM DO SEMAF EXC SE HOUVER SINALIZ PERM LIVRE CONV A DIR,Outras UFs,AUTOMOVEL,PARTICULAR,3,11,2025
6779,OLIMPIA,5185-1,Deixar o condutor de usar o cinto seguranca,SP,CAMINHONET,PARTICULAR,1,11,2025
7057,SANTO ANDRE,6572-0,CONDUZIR O VEICULO COM DISPOSITIVO ANTIRRADAR,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6789,OSASCO,7633-2,Dirigir veiculo manuseando telefone celular,SP,CAMIONETA,PARTICULAR,3,11,2025
6165,ARARAS,5118-0,PERMITIR POSSE/CONDUCAO DO VEICULO A PESSOA SEM CNH/PPD/ACC,SP,MOTOCICLO,PARTICULAR,6,11,2025
2943,ILHA SOLTEIRA,5347-0,"DEIXAR O CONDUTOR ENVOLVIDO EM ACIDENTE S/ VITIMA, DE REMOVER O VEICULO DO LOCAL",SP,AUTOMOVEL,PARTICULAR,1,11,2025
7109,SAO PEDRO,5193-0,Transportar crianca sem observancia das normas de seguranca estabelecidas p/ CTB,SP,AUTOMOVEL,PARTICULAR,2,11,2025
6391,DUARTINA,5215-2,Dirigir ameacando os demais veiculos,SP,MOTOCICLO,PARTICULAR,1,11,2025
6165,ARARAS,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,Outras UFs,CAMINHAO,PARTICULAR,1,11,2025
6355,CORUMBATAI,5037-2,DIRIGIR VEICULO COM PPD DE CATEGORIA DIFERENTE DA DO VEICULO,SP,MOTOCICLO,PARTICULAR,1,11,2025
6357,COSMOPOLIS,5177-0,CONFIAR/ENTREGAR VEIC PESS C/ ESTADO FISICO/PSIQUICO S/ CONDICOES DIRIGIR SEGUR,Outras UFs,UTILITARIO,PARTICULAR,1,11,2025
7161,TAGUAI,5207-0,Dirigir sem atencao ou sem os cuidados indispensaveis a seguranca,SP,MOTOCICLO,PARTICULAR,1,11,2025
6895,PLATINA,7030-1,Conduzir motoc/moton/ciclom s/ capacete de seguranca,SP,MOTOCICLO,PARTICULAR,1,11,2025
6231,BIRITIBA-MIRIM,5045-0,DIRIGIR VEICULO COM VALIDADE DE CNH/PPD VENCIDA HA MAIS DE 30 DIAS,SP,CAMINHONET,PARTICULAR,2,11,2025
6865,ESPIRITO SANTO DO PINHAL,5185-2,Deixar o passageiro de usar o cinto seguranca,SP,AUTOMOVEL,PARTICULAR,2,11,2025
6945,RANCHARIA,5010-0,DIRIGIR VEICULO SEM POSSUIR CNH/PPD/ACC,SP,CAMINHONET,PARTICULAR,1,11,2025
6699,MIRACATU,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,SP,AUTOMOVEL,PARTICULAR,3,11,2025
6717,MOGI-MIRIM,5274-1,UTILIZ VEIC DEMONST/EXIBIR MANOBRA PERIGOSA MEDIANTE ARRANCADA BRUSCA,SP,CAMINHONET,PARTICULAR,1,11,2025
6775,OCAUCU,7579-0,"REC SUB TEST, EX CLIN, PERIC OU PROC Q PERM CERT INFL ALC/SUB PSIC FOR ART. 277",SP,AUTOMOVEL,PARTICULAR,1,11,2025
6647,LOUVEIRA,5045-0,DIRIGIR VEICULO COM VALIDADE DE CNH/PPD VENCIDA HA MAIS DE 30 DIAS,SP,MOTOCICLO,PARTICULAR,2,11,2025
6475,GUARUJA,6050-1,AVAN O SIN VERM DO SEMAF EXC SE HOUVER SINALIZ PERM LIVRE CONV A DIR,SP,CAMIONETA,PARTICULAR,1,11,2025
6361,COTIA,7315-0,DIRIGIR O VEICULO COM O BRACO DO LADO DE FORA,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6199,BARBOSA,6637-1,CONDUZIR O VEICULO SEM EQUIPAMENTO OBRIGATORIO,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6477,GUARULHOS,5053-1,DIRIGIR VEICULO SEM USAR LENTES CORRETORAS DE VISAO,SP,CAMIONETA,PARTICULAR,2,11,2025
6945,RANCHARIA,5819-1,"TRANSITAR COM O VEICULO EM CALCADAS, PASSEIOS",SP,MOTOCICLO,PARTICULAR,1,11,2025
6857,PIEDADE,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,SP,CAMIONETA,PARTICULAR,2,11,2025
6687,MATAO,7684-2,Cond motoc/moton/ciclom c/ util cap de seg c/ vis/ocul prot des c/ regul Contran,SP,MOTONETA,PARTICULAR,1,11,2025
7093,SAO JOSE DO BARREIRO,7633-2,Dirigir veiculo manuseando telefone celular,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6131,AMERICANA,6432-2,TRANSITAR COM O FACHO DE LUZ ALTA PERTURBANDO VISAO OUTRO CONDUTOR,SP,MOTOCICLO,PARTICULAR,1,11,2025
7025,SANTA CRUZ DA CONCEICAO,6769-0,"CONDUZIR VEIC C/ DEFEITO NO SIST DE ILUMINACAO, SINALIZ OU LAMPADAS QUEIMADAS",SP,AUTOMOVEL,PARTICULAR,1,11,2025
6353,CORONEL MACEDO,6602-0,CONDUZIR O VEICULO COM QUALQUER UMA DAS PLACAS SEM LEGIBILIDADE E VISIBILIDADE,SP,AUTOMOVEL,PARTICULAR,1,11,2025
7035,SANTA GERTRUDES,5185-1,Deixar o condutor de usar o cinto seguranca,SP,CAMINHONET,ALUGUEL,1,11,2025
6249,BOTUCATU,5525-0,ESTACIONAR NA CONTRAMAO DE DIRECAO,SP,CAMINHONET,PARTICULAR,1,11,2025
6285,CAJAMAR,6530-0,USAR NO VEICULO EQUIP C/ SOM EM VOLUME/FREQUENCIA NAO AUTORIZADOS PELO CONTRAN,SP,CAMINHONET,PARTICULAR,1,11,2025
6271,CACAPAVA,7579-0,"REC SUB TEST, EX CLIN, PERIC OU PROC Q PERM CERT INFL ALC/SUB PSIC FOR ART. 277",SP,CAMIONETA,PARTICULAR,1,11,2025
6929,PRESIDENTE PRUDENTE,6564-0,CONDUZIR O VEICULO TRANSPORTANDO PASSAGEIROS EM COMPARTIMENTO DE CARGA,SP,CAMINHONET,PARTICULAR,1,11,2025
6403,EMBU-GUACU,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,SP,CAMINHONET,PARTICULAR,1,11,2025
6795,OURINHOS,6602-0,CONDUZIR O VEICULO COM QUALQUER UMA DAS PLACAS SEM LEGIBILIDADE E VISIBILIDADE,SP,MOTOCICLO,PARTICULAR,1,11,2025
7185,TEJUPA,5541-1,ESTACIONAR EM DESACORDO COM A REGULAMENTACAO ESPECIFICADA PELA SINALIZACAO,SP,CAMINHONET,PARTICULAR,1,11,2025
6629,LARANJAL PAULISTA,5061-0,ENTREGAR VEICULO A PESSOA SEM CNH/PPD/ACC,SP,CAMIONETA,PARTICULAR,1,11,2025
6715,MOGI-GUACU,5860-0,DEIXAR DE DAR PASSAGEM PELA ESQUERDA QUANDO SOLICITADO,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6475,GUARUJA,7714-2,Cond motoc/moton/ciclom transp pass c/ cap seg c/ vis/oc prot des c/ reg Contran,SP,MOTONETA,PARTICULAR,2,11,2025
6105,AGUAI,5525-0,ESTACIONAR NA CONTRAMAO DE DIRECAO,SP,CAMINHONET,PARTICULAR,2,11,2025
7103,SAO MANUEL,6530-0,USAR NO VEICULO EQUIP C/ SOM EM VOLUME/FREQUENCIA NAO AUTORIZADOS PELO CONTRAN,SP,AUTOMOVEL,PARTICULAR,2,11,2025
6859,PILAR DO SUL,5274-1,UTILIZ VEIC DEMONST/EXIBIR MANOBRA PERIGOSA MEDIANTE ARRANCADA BRUSCA,SP,MOTOCICLO,PARTICULAR,2,11,2025
7107,SAO PAULO,5681-0,TRANSITAR NA FAIXA/PISTA DA DIREITA REGUL CIRCULACAO EXCLUSIVA DETERM VEICULO,Outras UFs,UTILITARIO,PARTICULAR,2,11,2025
7107,SAO PAULO,5835-0,Desobedecer as ordens emanadas da autorid compet de transito ou de seus agentes,Outras UFs,REBOQUE,PARTICULAR,1,11,2025
6563,ITAQUAQUECETUBA,7633-1,Dirigir veiculo segurando telefone celular,SP,AUTOMOVEL,PARTICULAR,3,11,2025
7227,VALPARAISO,5010-0,DIRIGIR VEICULO SEM POSSUIR CNH/PPD/ACC,Outras UFs,MOTOCICLO,PARTICULAR,1,11,2025
6567,ITARIRI,5410-0,ESTACIONAR EM DESACORDO COM AS POSICOES ESTABELECIDAS NO CTB,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6645,LORENA,6777-0,"TRANSITAR COM O VEICULO DANIFICANDO A VIA, SUAS INSTALACOES E EQUIPAMENTOS",SP,MOTOCICLO,PARTICULAR,1,11,2025
6469,GUARATINGUETA,5274-1,UTILIZ VEIC DEMONST/EXIBIR MANOBRA PERIGOSA MEDIANTE ARRANCADA BRUSCA,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6377,DIADEMA,5770-3,DEIXAR DE DAR PASSAGEM A VEIC DE POLICIA EM SERVICO DE URGENCIA DEVID IDENTIF,SP,AUTOMOVEL,PARTICULAR,4,11,2025
6551,ITAPEVI,7340-0,DIRIGIR O VEIC USANDO CALCADO QUE N SE FIRME NOS PES/COMPROMETA UTILIZ PEDAIS,SP,AUTOMOVEL,PARTICULAR,2,11,2025
6563,ITAQUAQUECETUBA,5487-0,ESTACIONAR AO LADO DE OUTRO VEICULO EM FILA DUPLA,SP,AUTOMOVEL,PARTICULAR,2,11,2025
6719,MOMBUCA,5185-1,Deixar o condutor de usar o cinto seguranca,SP,AUTOMOVEL,PARTICULAR,1,11,2025
7107,SAO PAULO,7633-1,Dirigir veiculo segurando telefone celular,SP,S. REBOQUE,ALUGUEL,1,11,2025
7071,SANTOS,7340-0,DIRIGIR O VEIC USANDO CALCADO QUE N SE FIRME NOS PES/COMPROMETA UTILIZ PEDAIS,SP,AUTOMOVEL,PARTICULAR,3,11,2025
3053,ITAOCA,5274-2,UTILIZ VEIC DEM/EXIBIR MANOB PERIG MED DERRAP/FRENAG C/DESLIZ/ARRAST PNEUS,Outras UFs,MOTOCICLO,PARTICULAR,1,11,2025
6835,PEDERNEIRAS,5738-0,TRANSITAR PELA CONTRAMAO DE DIRECAO EM VIA C/ SINALIZACAO DE REGUL SENTIDO UNICO,SP,MOTOCICLO,PARTICULAR,1,11,2025
6395,ECHAPORA,6580-0,CONDUZIR O VEICULO SEM QUALQUER UMA DAS PLACAS DE IDENTIFICACAO,SP,MOTOCICLO,PARTICULAR,1,11,2025
6477,GUARULHOS,6777-0,"TRANSITAR COM O VEICULO DANIFICANDO A VIA, SUAS INSTALACOES E EQUIPAMENTOS",Outras UFs,C. TRATOR,ALUGUEL,1,11,2025
6999,SALES OLIVEIRA,5185-1,Deixar o condutor de usar o cinto seguranca,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6837,PEDRA BELA,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,Outras UFs,AUTOMOVEL,,1,11,2025
6739,MORRO AGUDO,7234-0,"EM MOVIMENTO, DEIXAR DE MANTER ACESA A LUZ BAIXA DURANTE A NOITE",Outras UFs,MOTOCICLO,PARTICULAR,1,11,2025
7161,TAGUAI,5452-1,ESTACIONAR NO PASSEIO,SP,CAMINHONET,PARTICULAR,2,11,2025
6673,MANDURI,6637-1,CONDUZIR O VEICULO SEM EQUIPAMENTO OBRIGATORIO,SP,MOTOCICLO,PARTICULAR,2,11,2025
6137,AMPARO,5185-1,Deixar o condutor de usar o cinto seguranca,SP,CAMINHONET,PARTICULAR,9,11,2025
7075,SAO BERNARDO DO CAMPO,7633-2,Dirigir veiculo manuseando telefone celular,SP,MOTONETA,PARTICULAR,3,11,2025
6619,JUNDIAI,5169-1,DIRIGIR SOB A INFLUENCIA DE ALCOOL,SP,MOTOCICLO,PARTICULAR,2,11,2025
6495,IBIUNA,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,SP,CAMIONETA,PARTICULAR,3,11,2025
6291,CAMPINAS,7714-2,Cond motoc/moton/ciclom transp pass c/ cap seg c/ vis/oc prot des c/ reg Contran,SP,MOTOCICLO,PARTICULAR,2,11,2025
6349,CORDEIROPOLIS,6637-1,CONDUZIR O VEICULO SEM EQUIPAMENTO OBRIGATORIO,SP,AUTOMOVEL,PARTICULAR,1,11,2025
6539,ITAJOBI,7684-2,Cond motoc/moton/ciclom c/ util cap de seg c/ vis/ocul prot des c/ regul Contran,Outras UFs,MOTOCICLO,PARTICULAR,1,11,2025
6847,PENAPOLIS,6599-2,CONDUZIR O VEICULO REGISTRADO QUE NAO ESTEJA DEVIDAMENTE LICENCIADO,SP,REBOQUE,PARTICULAR,1,11,2025
7071,SANTOS,5819-4,TRANSITAR COM O VEICULO EM CANTEIROS CENTRAIS/DIVISORES DE PISTA DE ROLAMENTO,SP,MOTONETA,PARTICULAR,1,11,2025
6919,PRADOPOLIS,7579-0,"REC SUB TEST, EX CLIN, PERIC OU PROC Q PERM CERT INFL ALC/SUB PSIC FOR ART. 277",SP,MOTOCICLO,PARTICULAR,1,11,2025
6219,BAURU,5029-1,Dirigir veiculo com CNH/PPD/ACC cassada,SP,AUTOMOVEL,PARTICULAR,1,11,2025
7033,SANTA FE DO SUL,6050-3,AVAN O SIN VERM DO SEMAF EXC SE HOUVER SINALIZ PERM LIVRE CONV A DIR -FISC ELETR,SP,C. TRATOR,ALUGUEL,1,11,2025
6715,MOGI-GUACU,7579-0,"REC SUB TEST, EX CLIN, PERIC OU PROC Q PERM CERT INFL ALC/SUB PSIC FOR ART. 277",Outras UFs,AUTOMOVEL,PARTICULAR,4,11,2025
7129,SERRA AZUL,6726-1,"CONDUZIR O VEICULO EM MAU ESTADO DE CONSERVACAO, COMPROMETENDO A SEGURANCA",SP,MOTOCICLO,PARTICULAR,1,11,2025
6601,JANDIRA,6050-1,AVAN O SIN VERM DO SEMAF EXC SE HOUVER SINALIZ PERM LIVRE CONV A DIR,SP,MOTOCICLO,PARTICULAR,4,11,2025
6715,MOGI-GUACU,6076-0,TRANSPOR BLOQUEIO VIARIO POLICIAL,SP,CAMINHONET,PARTICULAR,1,11,2025
6219,BAURU,5487-0,ESTACIONAR AO LADO DE OUTRO VEICULO EM FILA DUPLA,SP,CAMINHONET,PARTICULAR,1,11,2025
6607,JAU,5274-1,UTILIZ VEIC DEMONST/EXIBIR MANOBRA PERIGOSA MEDIANTE ARRANCADA BRUSCA,Outras UFs,AUTOMOVEL,PARTICULAR,1,11,2025
6131,AMERICANA,5991-0,EXECUTAR OPERACAO DE RETORNO EM LOCAIS PROIBIDOS PELA SINALIZACAO,SP,AUTOMOVEL,PARTICULAR,2,11,2025
7141,SILVEIRAS,7633-1,Dirigir veiculo segurando telefone celular,SP,CAMINHONET,PARTICULAR,1,11,2025
